Werks,Lgort,Matnr,Dispo,Mtart,Matkl,Dismm,Mbwbest,Wbwbest,Letztzug,Letztabg,Letztver,Letztbew,Eisbe
4000,SP04,000000000030000192,009,ERSA,ELEC-MOTR,ND,0.000,0.00,2026-08-31T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,2026-09-07T00:00:00,0.000
1000,SP01,000000000030000192,003,ERSA,ELEC-MOTR,PD,2.000,646818.96,2026-06-24T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,0.000
1000,SP01,000000000010000837,002,ERSA,MECH-BRG,VB,4.000,223265.56,,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2.330
2000,SP02,000000000010000837,003,ERSA,MECH-BRG,VB,10.000,558163.90,,2026-07-31T00:00:00,2026-07-31T00:00:00,2026-07-31T00:00:00,1.276
2000,SP02,000000000010000838,001,ERSA,INST-XMTR,VB,18.000,982320.84,2025-12-03T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,7.144
4000,SP04,000000000010000839,008,ERSA,CONV-COMP,VB,1.000,97863.45,,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,0.543
1000,SP01,000000000010000839,007,ERSA,CONV-COMP,VB,2.000,195726.90,,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,0.267
4000,SP04,000000000010000840,009,ERSA,MECH-PUMP,VB,3.000,434519.73,2026-07-06T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,2026-08-29T00:00:00,1.360
3000,SP03,000000000010000841,007,ERSA,MECH-BRG,VB,0.000,0.00,,2025-06-15T00:00:00,2025-06-15T00:00:00,2025-06-15T00:00:00,0.000
4000,SP04,000000000010000841,007,ERSA,MECH-BRG,VB,0.000,0.00,,2024-03-22T00:00:00,2024-03-22T00:00:00,2024-03-22T00:00:00,0.000
1000,SP01,000000000010000842,010,ERSA,INST-XMTR,VB,50.000,1038177.00,2026-04-04T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,2026-08-14T00:00:00,8.609
3000,SP03,000000000010000842,007,ERSA,INST-XMTR,VB,60.000,1245812.40,2026-07-13T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,7.848
1000,SP01,000000000080000192,005,ERSA,CONV-COMP,VB,10.000,2801851.30,2026-08-27T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-27T00:00:00,3.099
1000,SP01,000000000030000193,010,ERSA,CONV-COMP,PD,1.000,3789.48,2026-07-26T00:00:00,,,2026-07-26T00:00:00,0.000
1000,SP01,000000000030000194,001,ERSA,CONV-COMP,ND,0.000,0.00,2026-05-21T00:00:00,2026-07-09T00:00:00,2026-07-09T00:00:00,2026-07-09T00:00:00,0.000
2000,SP02,000000000010000843,004,HIBE,MECH-PUMP,VB,7.000,929778.64,2026-06-24T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,3.701
4000,SP04,000000000010000843,006,HIBE,MECH-PUMP,VB,7.000,929778.64,2026-07-31T00:00:00,2026-06-13T00:00:00,2026-06-13T00:00:00,2026-07-31T00:00:00,2.881
3000,SP03,000000000010000844,006,ERSA,CONV-COMP,VB,4.000,336737.60,2026-05-07T00:00:00,2026-04-19T00:00:00,2026-04-19T00:00:00,2026-05-07T00:00:00,1.515
1000,SP01,000000000080000193,006,ERSA,ELEC-MOTR,VB,3.000,352236.66,2026-06-07T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2026-08-08T00:00:00,2.614
2000,SP02,000000000010000845,009,ERSA,MECH-PUMP,VB,0.000,0.00,2026-05-28T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,1.078
3000,SP03,000000000010000845,003,ERSA,MECH-PUMP,VB,6.000,829294.56,2025-08-21T00:00:00,2025-07-17T00:00:00,2025-07-17T00:00:00,2025-08-21T00:00:00,1.215
3000,SP03,000000000030000195,005,ERSA,MECH-GBOX,ND,0.000,0.00,2026-03-23T00:00:00,2026-05-02T00:00:00,2026-05-02T00:00:00,2026-05-02T00:00:00,0.000
2000,SP02,000000000010000846,010,ERSA,MECH-PUMP,VB,0.000,0.00,,2023-01-10T00:00:00,2023-01-10T00:00:00,2023-01-10T00:00:00,0.000
1000,SP01,000000000010000846,008,ERSA,MECH-PUMP,VB,0.000,0.00,,2024-12-31T00:00:00,2024-12-31T00:00:00,2024-12-31T00:00:00,0.000
3000,SP03,000000000010000847,007,ERSA,ELEC-CTRL,VB,1.000,29931.65,2026-07-13T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,2026-08-19T00:00:00,3.091
3000,SP03,000000000080000194,001,ERSA,INST-XMTR,VB,6.000,2210835.36,2026-02-10T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,1.360
1000,SP01,000000000080000194,004,ERSA,INST-XMTR,VB,9.000,3316253.04,2026-06-13T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,1.581
3000,SP03,000000000080000195,001,ERSA,MECH-BRG,VB,7.000,2978965.01,2025-11-11T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,0.934
3000,SP03,000000000010000848,004,ERSA,MECH-GBOX,VB,1.000,114119.67,2026-08-20T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,0.967
1000,SP01,000000000010000849,006,ERSA,INST-XMTR,VB,3.000,508925.91,2026-07-23T00:00:00,2026-06-14T00:00:00,2026-06-14T00:00:00,2026-07-23T00:00:00,1.425
3000,SP03,000000000080000196,005,ERSA,MECH-SEAL,VB,13.000,2782522.47,2026-08-22T00:00:00,2026-05-18T00:00:00,2026-05-18T00:00:00,2026-08-22T00:00:00,5.734
2000,SP02,000000000080000196,004,ERSA,MECH-SEAL,VB,6.000,1284241.14,2026-05-01T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,10.028
4000,SP04,000000000010000850,005,ERSA,ELEC-CTRL,VB,1.000,710087.19,2025-09-26T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,2.631
2000,SP02,000000000010000850,001,ERSA,ELEC-CTRL,VB,7.000,4970610.33,2026-05-18T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,2026-07-01T00:00:00,3.175
1000,SP01,000000000080000197,001,ERSA,INST-XMTR,VB,21.000,5261502.12,2026-05-10T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,2026-08-23T00:00:00,14.595
3000,SP03,000000000010000851,008,ERSA,INST-XMTR,VB,8.000,412590.24,2025-11-19T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,1.928
2000,SP02,000000000010000851,009,ERSA,INST-XMTR,VB,20.000,1031475.60,2026-08-02T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,7.366
1000,SP01,000000000010000852,002,ERSA,MILL-LINR,VB,0.000,0.00,,2024-10-04T00:00:00,2024-10-04T00:00:00,2024-10-04T00:00:00,7.549
4000,SP04,000000000010000852,007,ERSA,MILL-LINR,VB,0.000,0.00,,2024-09-03T00:00:00,2024-09-03T00:00:00,2024-09-03T00:00:00,8.482
1000,SP01,000000000010000853,010,ERSA,ELEC-MOTR,VB,11.000,869569.25,2026-08-19T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,2026-08-25T00:00:00,3.240
4000,SP04,000000000010000854,004,ERSA,MECH-BRG,VB,298.000,1651209.06,2026-08-08T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,2026-08-09T00:00:00,28.251
1000,SP01,000000000010000854,010,ERSA,MECH-BRG,VB,73.000,404490.81,2026-01-28T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,10.750
4000,SP04,000000000010000855,003,ERSA,MECH-BRG,VB,4.000,341464.36,2025-12-11T00:00:00,2026-07-31T00:00:00,2026-07-31T00:00:00,2026-07-31T00:00:00,1.117
1000,SP01,000000000010000856,003,ERSA,ELEC-MOTR,VB,0.000,0.00,,2023-07-04T00:00:00,2023-07-04T00:00:00,2023-07-04T00:00:00,0.000
2000,SP02,000000000090000049,010,ERSA,ELEC-MOTR,ND,16.000,823170.56,,2024-09-24T00:00:00,2024-09-24T00:00:00,2024-09-24T00:00:00,0.000
4000,SP04,000000000090000049,007,ERSA,ELEC-MOTR,ND,25.000,1286204.00,,2024-11-07T00:00:00,2024-11-07T00:00:00,2024-11-07T00:00:00,0.000
2000,SP02,000000000010000857,009,ERSA,MECH-BRG,VB,0.000,0.00,2026-08-20T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,2026-09-02T00:00:00,0.379
1000,SP01,000000000010000857,007,ERSA,MECH-BRG,VB,1.000,149073.87,2026-08-04T00:00:00,2026-07-12T00:00:00,2026-07-12T00:00:00,2026-08-04T00:00:00,0.495
1000,SP01,000000000010000858,001,ERSA,ELEC-MOTR,VB,0.000,0.00,,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,0.702
4000,SP04,000000000010000858,004,ERSA,ELEC-MOTR,VB,1.000,116411.27,,2026-06-21T00:00:00,2026-06-21T00:00:00,2026-06-21T00:00:00,0.330
1000,SP01,000000000010000859,004,HIBE,MECH-PUMP,VB,4.000,302688.48,2026-01-22T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,4.159
2000,SP02,000000000010000859,010,HIBE,MECH-PUMP,VB,8.000,605376.96,2026-04-19T00:00:00,2026-08-07T00:00:00,2026-08-07T00:00:00,2026-08-07T00:00:00,8.022
3000,SP03,000000000010000860,008,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-04-30T00:00:00,2025-04-30T00:00:00,2025-04-30T00:00:00,3.562
1000,SP01,000000000010000860,006,ERSA,ELEC-CTRL,VB,0.000,0.00,,2025-02-18T00:00:00,2025-02-18T00:00:00,2025-02-18T00:00:00,12.756
3000,SP03,000000000010000861,010,ERSA,MECH-SEAL,VB,6.000,1049261.52,2026-06-09T00:00:00,2026-04-12T00:00:00,2026-04-12T00:00:00,2026-06-09T00:00:00,2.241
3000,SP03,000000000030000196,004,ERSA,MECH-SEAL,ND,6.000,469255.14,2026-07-25T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,2026-08-20T00:00:00,0.000
4000,SP04,000000000010000862,009,HIBE,ELEC-MOTR,VB,0.000,0.00,,2024-09-07T00:00:00,2024-09-07T00:00:00,2024-09-07T00:00:00,3.340
4000,SP04,000000000010000863,003,ERSA,MECH-PUMP,VB,3.000,167780.70,,2025-11-27T00:00:00,2025-11-27T00:00:00,2025-11-27T00:00:00,0.634
3000,SP03,000000000010000863,001,ERSA,MECH-PUMP,VB,1.000,55926.90,2026-09-04T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,2026-09-04T00:00:00,0.348
4000,SP04,000000000010000864,002,ERSA,MECH-SEAL,VB,7.000,3126004.70,2026-03-09T00:00:00,2026-03-13T00:00:00,2026-03-13T00:00:00,2026-03-13T00:00:00,2.598
3000,SP03,000000000010000864,010,ERSA,MECH-SEAL,VB,1.000,446572.10,2026-06-23T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,0.892
2000,SP02,000000000080000198,002,HIBE,MILL-LINR,VB,5.000,1084592.45,2026-04-05T00:00:00,2026-06-27T00:00:00,2026-06-27T00:00:00,2026-06-27T00:00:00,2.167
1000,SP01,000000000010000865,001,HIBE,HYDR-ASSY,VB,23.000,405654.22,2026-03-14T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,10.757
4000,SP04,000000000010000865,004,HIBE,HYDR-ASSY,VB,264.000,4656204.96,2026-09-06T00:00:00,2026-06-03T00:00:00,2026-06-03T00:00:00,2026-09-06T00:00:00,15.183
2000,SP02,000000000080000199,007,ERSA,MECH-PUMP,VB,3.000,1215212.61,2026-03-01T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,0.739
2000,SP02,000000000010000866,002,ERSA,ELEC-MOTR,VB,2.000,14138.50,2026-02-22T00:00:00,2026-01-10T00:00:00,2026-01-10T00:00:00,2026-02-22T00:00:00,0.367
4000,SP04,000000000010000866,006,ERSA,ELEC-MOTR,VB,1.000,7069.25,2026-05-17T00:00:00,2026-05-07T00:00:00,2026-05-07T00:00:00,2026-05-17T00:00:00,0.182
4000,SP04,000000000010000867,008,ERSA,MECH-BRG,VB,1.000,68727.68,2026-03-07T00:00:00,2026-07-02T00:00:00,2026-07-02T00:00:00,2026-07-02T00:00:00,1.407
4000,SP04,000000000090000050,009,ERSA,MECH-BRG,ND,29.000,1639976.10,,2024-02-01T00:00:00,2024-02-01T00:00:00,2024-02-01T00:00:00,0.000
4000,SP04,000000000010000868,001,ERSA,MECH-BRG,VB,0.000,0.00,2025-12-08T00:00:00,2026-05-31T00:00:00,2026-05-31T00:00:00,2026-05-31T00:00:00,2.902
3000,SP03,000000000030000197,006,ERSA,ELEC-MOTR,PD,2.000,185431.74,2026-05-20T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,2026-06-20T00:00:00,0.000
4000,SP04,000000000030000197,006,ERSA,ELEC-MOTR,ND,0.000,0.00,2026-08-13T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,2026-08-15T00:00:00,0.000
1000,SP01,000000000010000869,007,HIBE,HYDR-ASSY,VB,6.000,4323552.18,2025-11-09T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,2026-08-11T00:00:00,3.405
1000,SP01,000000000080000200,001,ERSA,MECH-GBOX,VB,7.000,1862161.28,2026-02-22T00:00:00,2026-07-05T00:00:00,2026-07-05T00:00:00,2026-07-05T00:00:00,2.193
3000,SP03,000000000010000870,003,ERSA,MILL-LINR,VB,10.000,830163.30,2025-11-19T00:00:00,2026-07-02T00:00:00,2026-07-02T00:00:00,2026-07-02T00:00:00,8.597
4000,SP04,000000000010000871,003,ERSA,MILL-LINR,VB,2.000,166712.12,2026-04-29T00:00:00,2026-03-06T00:00:00,2026-03-06T00:00:00,2026-04-29T00:00:00,0.252
2000,SP02,000000000030000198,003,ERSA,ELEC-MOTR,ND,2.000,132878.14,2026-03-16T00:00:00,,,2026-03-16T00:00:00,0.000
2000,SP02,000000000010000872,008,ERSA,ELEC-MOTR,VB,0.000,0.00,,2024-10-04T00:00:00,2024-10-04T00:00:00,2024-10-04T00:00:00,8.655
2000,SP02,000000000010000873,006,HIBE,INST-XMTR,VB,19.000,12452841.11,2026-02-06T00:00:00,2026-02-10T00:00:00,2026-02-10T00:00:00,2026-02-10T00:00:00,3.847
1000,SP01,000000000010000873,002,HIBE,INST-XMTR,VB,6.000,3932476.14,2026-06-08T00:00:00,2026-07-14T00:00:00,2026-07-14T00:00:00,2026-07-14T00:00:00,4.082
1000,SP01,000000000010000874,006,HIBE,ELEC-MOTR,VB,0.000,0.00,,2023-09-25T00:00:00,2023-09-25T00:00:00,2023-09-25T00:00:00,0.000
3000,SP03,000000000030000199,010,ERSA,HYDR-ASSY,ND,3.000,227411.73,2026-07-18T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,2026-07-19T00:00:00,0.000
2000,SP02,000000000010000875,005,ERSA,INST-XMTR,VB,2.000,1424990.98,2025-11-22T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,2.350
1000,SP01,000000000030000200,002,HIBE,ELEC-CTRL,PD,2.000,47288.56,2026-02-07T00:00:00,2026-02-19T00:00:00,2026-02-19T00:00:00,2026-02-19T00:00:00,0.000
1000,SP01,000000000080000201,007,ERSA,HYDR-ASSY,VB,8.000,1137563.12,2026-08-31T00:00:00,2026-08-30T00:00:00,2026-08-30T00:00:00,2026-08-31T00:00:00,4.436
3000,SP03,000000000090000051,007,ERSA,HYDR-ASSY,ND,10.000,1357972.60,,2025-06-04T00:00:00,2025-06-04T00:00:00,2025-06-04T00:00:00,0.000
4000,SP04,000000000010000876,008,ERSA,CONV-COMP,VB,0.000,0.00,,2024-10-09T00:00:00,2024-10-09T00:00:00,2024-10-09T00:00:00,8.796
4000,SP04,000000000010000877,010,ERSA,INST-XMTR,VB,15.000,5139121.05,,2026-05-09T00:00:00,2026-05-09T00:00:00,2026-05-09T00:00:00,1.214
2000,SP02,000000000010000877,007,ERSA,INST-XMTR,VB,8.000,2740864.56,2026-07-12T00:00:00,2026-02-16T00:00:00,2026-02-16T00:00:00,2026-07-12T00:00:00,3.059
2000,SP02,000000000010000878,004,ERSA,MECH-GBOX,VB,2.000,178062.70,2026-05-03T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,2026-08-01T00:00:00,1.385
4000,SP04,000000000090000052,002,ERSA,MILL-LINR,ND,38.000,5414836.60,,2022-11-07T00:00:00,2022-11-07T00:00:00,2022-11-07T00:00:00,0.000
1000,SP01,000000000090000052,001,ERSA,MILL-LINR,ND,24.000,3419896.80,,2022-08-20T00:00:00,2022-08-20T00:00:00,2022-08-20T00:00:00,0.000
2000,SP02,000000000010000879,009,ERSA,MECH-BRG,VB,2.000,650181.16,,2026-08-05T00:00:00,2026-08-05T00:00:00,2026-08-05T00:00:00,1.512
4000,SP04,000000000010000879,001,ERSA,MECH-BRG,VB,1.000,325090.58,2025-11-27T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,2026-08-10T00:00:00,1.132
3000,SP03,000000000010000880,008,ERSA,MECH-BRG,VB,0.000,0.00,,2023-11-26T00:00:00,2023-11-26T00:00:00,2023-11-26T00:00:00,0.000
1000,SP01,000000000010000880,005,ERSA,MECH-BRG,VB,0.000,0.00,,2023-04-17T00:00:00,2023-04-17T00:00:00,2023-04-17T00:00:00,0.000
2000,SP02,000000000030000201,001,ERSA,ELEC-CTRL,ND,0.000,0.00,2026-03-28T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,2026-04-27T00:00:00,0.000
2000,SP02,000000000010000881,009,ERSA,MECH-SEAL,VB,1.000,115620.06,2026-05-11T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,2026-08-22T00:00:00,0.657
2000,SP02,000000000010000882,006,ERSA,ELEC-MOTR,VB,22.000,70331.80,2026-05-06T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,2026-08-13T00:00:00,15.411
2000,SP02,000000000080000202,004,ERSA,INST-XMTR,VB,9.000,2610458.19,2026-08-26T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,2026-08-26T00:00:00,4.022
3000,SP03,000000000010000883,003,ERSA,MECH-SEAL,VB,31.000,320626.18,2026-06-23T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,2026-09-04T00:00:00,7.442
2000,SP02,000000000080000203,006,ERSA,ELEC-CTRL,VB,6.000,1678800.00,2026-05-23T00:00:00,2026-09-01T00:00:00,2026-09-01T00:00:00,2026-09-01T00:00:00,4.458
4000,SP04,000000000010000884,009,ERSA,MECH-SEAL,VB,5.000,95008.00,2026-05-24T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,2026-09-03T00:00:00,9.151
2000,SP02,000000000010000885,005,ERSA,HYDR-ASSY,VB,0.000,0.00,,2022-12-31T00:00:00,2022-12-31T00:00:00,2022-12-31T00:00:00,0.000
4000,SP04,000000000010000886,003,ERSA,MILL-LINR,VB,10.000,1680671.90,2026-06-10T00:00:00,2026-07-03T00:00:00,2026-07-03T00:00:00,2026-07-03T00:00:00,3.184
4000,SP04,000000000080000204,003,ERSA,CONV-COMP,VB,23.000,6473139.09,2025-08-30T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,2026-08-17T00:00:00,14.776
3000,SP03,000000000010000887,009,ERSA,INST-XMTR,VB,0.000,0.00,,2025-02-15T00:00:00,2025-02-15T00:00:00,2025-02-15T00:00:00,14.528
2000,SP02,000000000010000887,002,ERSA,INST-XMTR,VB,0.000,0.00,,2024-11-05T00:00:00,2024-11-05T00:00:00,2024-11-05T00:00:00,3.762
2000,SP02,000000000010000888,002,ERSA,MECH-BRG,VB,4.000,11639.08,2025-02-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2.155
4000,SP04,000000000010000889,004,ERSA,HYDR-ASSY,VB,14.000,1799478.24,2026-07-17T00:00:00,2026-07-16T00:00:00,2026-07-16T00:00:00,2026-07-17T00:00:00,2.592
3000,SP03,000000000030000202,009,ERSA,HYDR-ASSY,PD,3.000,169800.96,2026-07-25T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,2026-09-06T00:00:00,0.000
2000,SP02,000000000010000890,004,ERSA,MECH-SEAL,VB,4.000,694012.76,2026-07-20T00:00:00,2026-06-07T00:00:00,2026-06-07T00:00:00,2026-07-20T00:00:00,0.645
2000,SP02,000000000010000891,007,ERSA,MECH-SEAL,VB,3.000,358277.01,,2026-07-04T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,0.874
3000,SP03,000000000010000892,009,ERSA,INST-XMTR,VB,0.000,0.00,,2024-12-26T00:00:00,2024-12-26T00:00:00,2024-12-26T00:00:00,5.417
1000,SP01,000000000010000892,009,ERSA,INST-XMTR,VB,0.000,0.00,,2025-01-06T00:00:00,2025-01-06T00:00:00,2025-01-06T00:00:00,11.380
1000,SP01,000000000030000203,005,ERSA,ELEC-MOTR,ND,0.000,0.00,2026-05-21T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,0.000
4000,SP04,000000000010000893,003,ERSA,MECH-PUMP,VB,2.000,275049.60,2026-07-14T00:00:00,2026-04-01T00:00:00,2026-04-01T00:00:00,2026-07-14T00:00:00,0.995
3000,SP03,000000000010000893,006,ERSA,MECH-PUMP,VB,6.000,825148.80,,2026-03-16T00:00:00,2026-03-16T00:00:00,2026-03-16T00:00:00,2.082
4000,SP04,000000000010000894,007,ERSA,CONV-COMP,VB,1.000,94880.76,2026-05-21T00:00:00,2026-06-27T00:00:00,2026-06-27T00:00:00,2026-06-27T00:00:00,0.524
1000,SP01,000000000010000894,010,ERSA,CONV-COMP,VB,2.000,189761.52,2026-07-05T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,2026-07-10T00:00:00,0.890
2000,SP02,000000000010000895,009,ERSA,CONV-COMP,VB,0.000,0.00,,2025-07-16T00:00:00,2025-07-16T00:00:00,2025-07-16T00:00:00,0.000
4000,SP04,000000000010000895,008,ERSA,CONV-COMP,VB,0.000,0.00,,2024-02-07T00:00:00,2024-02-07T00:00:00,2024-02-07T00:00:00,0.000
1000,SP01,000000000080000205,006,ERSA,MECH-BRG,VB,3.000,390089.52,2026-04-11T00:00:00,2026-06-02T00:00:00,2026-06-02T00:00:00,2026-06-02T00:00:00,1.937
2000,SP02,000000000010000896,004,ERSA,INST-XMTR,VB,0.000,0.00,,2024-12-05T00:00:00,2024-12-05T00:00:00,2024-12-05T00:00:00,6.944
3000,SP03,000000000080000206,003,ERSA,MILL-LINR,VB,16.000,5800549.12,2026-09-01T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,2026-09-01T00:00:00,2.161
2000,SP02,000000000010000897,007,ERSA,ELEC-MOTR,VB,19.000,7691946.70,2026-06-29T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,2026-08-06T00:00:00,8.632
3000,SP03,000000000010000898,005,ERSA,MILL-LINR,VB,1.000,93284.66,2025-10-26T00:00:00,2026-06-24T00:00:00,2026-06-24T00:00:00,2026-06-24T00:00:00,0.206
3000,SP03,000000000030000204,004,ERSA,MECH-GBOX,PD,7.000,153446.93,2026-06-18T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,2026-07-04T00:00:00,0.000
3000,SP03,000000000010000899,010,ERSA,HYDR-ASSY,VB,0.000,0.00,,2024-09-10T00:00:00,2024-09-10T00:00:00,2024-09-10T00:00:00,0.000
3000,SP03,000000000090000053,006,ERSA,HYDR-ASSY,ND,16.000,332317.92,,2025-02-18T00:00:00,2025-02-18T00:00:00,2025-02-18T00:00:00,0.000
2000,SP02,000000000090000053,005,ERSA,HYDR-ASSY,ND,24.000,498476.88,,2022-11-14T00:00:00,2022-11-14T00:00:00,2022-11-14T00:00:00,0.000
2000,SP02,000000000010000900,007,ERSA,MILL-LINR,VB,17.000,2716431.02,2026-08-22T00:00:00,2026-05-28T00:00:00,2026-05-28T00:00:00,2026-08-22T00:00:00,1.743
4000,SP04,000000000010000901,008,ERSA,HYDR-ASSY,VB,8.000,303458.32,2026-06-08T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,2026-06-12T00:00:00,1.804
2000,SP02,000000000030000205,002,ERSA,INST-XMTR,ND,1.000,132317.21,2026-01-06T00:00:00,2026-02-18T00:00:00,2026-02-18T00:00:00,2026-02-18T00:00:00,0.000
4000,SP04,000000000010000902,007,HIBE,MECH-SEAL,VB,0.000,0.00,,2023-12-16T00:00:00,2023-12-16T00:00:00,2023-12-16T00:00:00,0.000
2000,SP02,000000000010000902,001,HIBE,MECH-SEAL,VB,0.000,0.00,,2022-10-04T00:00:00,2022-10-04T00:00:00,2022-10-04T00:00:00,0.000
3000,SP03,000000000010000903,004,ERSA,MECH-PUMP,VB,0.000,0.00,,2023-04-08T00:00:00,2023-04-08T00:00:00,2023-04-08T00:00:00,0.000
2000,SP02,000000000030000206,003,ERSA,MECH-PUMP,PD,6.000,528444.96,2026-05-18T00:00:00,2026-06-05T00:00:00,2026-06-05T00:00:00,2026-06-05T00:00:00,0.000
3000,SP03,000000000030000206,003,ERSA,MECH-PUMP,ND,1.000,88074.16,2026-07-19T00:00:00,,,2026-07-19T00:00:00,0.000
1000,SP01,000000000010000904,001,ERSA,HYDR-ASSY,VB,0.000,0.00,,2025-02-28T00:00:00,2025-02-28T00:00:00,2025-02-28T00:00:00,19.376
1000,SP01,000000000010000905,002,ERSA,HYDR-ASSY,VB,13.000,9078198.87,2026-06-29T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,2026-07-30T00:00:00,3.055
3000,SP03,000000000010000906,008,ERSA,MILL-LINR,VB,0.000,0.00,,2024-10-08T00:00:00,2024-10-08T00:00:00,2024-10-08T00:00:00,2.248
2000,SP02,000000000010000906,003,ERSA,MILL-LINR,VB,0.000,0.00,,2024-11-21T00:00:00,2024-11-21T00:00:00,2024-11-21T00:00:00,2.902
2000,SP02,000000000010000907,006,ERSA,MECH-BRG,VB,110.000,47714378.80,2026-07-09T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,2026-09-05T00:00:00,6.669
2000,SP02,000000000010000908,010,HIBE,ELEC-MOTR,VB,0.000,0.00,,2025-06-16T00:00:00,2025-06-16T00:00:00,2025-06-16T00:00:00,0.000
1000,SP01,000000000030000207,006,ERSA,MECH-GBOX,ND,4.000,49256.76,2026-01-03T00:00:00,,,2026-01-03T00:00:00,0.000
2000,SP02,000000000080000207,001,ERSA,MECH-PUMP,VB,19.000,7202568.07,2026-08-28T00:00:00,2026-07-08T00:00:00,2026-07-08T00:00:00,2026-08-28T00:00:00,8.141
3000,SP03,000000000010000909,008,ERSA,INST-XMTR,VB,27.000,20380183.47,2026-08-02T00:00:00,2026-07-12T00:00:00,2026-07-12T00:00:00,2026-08-02T00:00:00,4.164
3000,SP03,000000000010000910,009,ERSA,MECH-PUMP,VB,7.000,3960051.48,2026-03-17T00:00:00,2026-06-09T00:00:00,2026-06-09T00:00:00,2026-06-09T00:00:00,2.762
